Thread ID: 109440
Total: 0.037897

 %self     total     self     wait    child    calls  name
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#recognize_path
  0.04      0.00     0.00     0.00     0.00        2  OpenSSL::Digest::Digest#initialize
  0.04      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#initialize
  0.04      0.00     0.00     0.00     0.00        1  ActionView::Template#mime_type
  0.04      0.00     0.00     0.00     0.00        1  ActionView::Renderable#recompile?
  0.04      0.00     0.00     0.00     0.00        2  ActiveSupport::CoreExtensions::Array::Access#third
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Layout#default_template_format
  0.04      0.00     0.00     0.00     0.00        3  Hash#==
  0.04      0.00     0.00     0.00     0.00        1  CGI::Session#initialize
  0.04      0.00     0.00     0.00     0.00        1  ActionView::Renderable#compile
  0.04      0.00     0.00     0.00     0.00        1  ActionView::PathSet#initialize
  0.04      0.01     0.00     0.00     0.01        1  <Class::ActionController::Base>#process
  0.04      0.00     0.00     0.00     0.00        3  String#upcase
  0.04      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Base64::Encoding#encode64s
  0.04      0.00     0.00     0.00     0.00        4  Fixnum#>
  0.04      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#xhr?
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#extract_request_environment
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Components::InstanceMethods#set_session_options
  0.04      0.00     0.00     0.00     0.00        1  Kernel#lambda
  0.04      0.00     0.00     0.00     0.00        2  Enumerable#inject
  0.04      0.00     0.00     0.00     0.00        2  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation=
  0.04      0.00     0.00     0.00     0.00        1  Hash#each_value
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Components::InstanceMethods#process_cleanup
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Benchmarking#view_runtime
  0.04      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Hash::ReverseMerge#reverse_merge
  0.04      0.00     0.00     0.00     0.00        1  <Module::Base64>#decode64
  0.04      0.00     0.00     0.00     0.00        1  Module#include
  0.04      0.02     0.00     0.00     0.02        1  BrowsingTest#test_homepage
  0.04      0.00     0.00     0.00     0.00        3  String#include?
  0.04      0.00     0.00     0.00     0.00        4  NilClass#nil?
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Integration::Runner#copy_session_variables!
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Base#close_session
  0.03      0.00     0.00     0.00     0.00        4  Fixnum#>=
  0.03      0.00     0.00     0.00     0.00        3  Module#extended
  0.03      0.00     0.00     0.00     0.00        3  Class#superclass
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Base#default_render
  0.03      0.00     0.00     0.00     0.00        4  Kernel#frozen?
  0.03      0.00     0.00     0.00     0.00        1  Digest::Instance#digest
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Filters::InstanceMethods#run_before_filters
  0.03      0.00     0.00     0.00     0.00        5  Fixnum#-
  0.03      0.00     0.00     0.00     0.00        1  ActionController::RackRequest#cookie_only?
  0.03      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#_unmemoized_host
  0.03      0.00     0.00     0.00     0.00        4  Hash#include?
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Integration::Session#https?
  0.03      0.01     0.00     0.00     0.01        1  ActionController::Rescue#perform_action_without_caching
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Template#render_template
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActionController::AbstractRequest>#parse_query_parameters
  0.03      0.00     0.00     0.00     0.00        3  Array#compact
  0.03      0.00     0.00     0.00     0.00        1  <Module::Base64>#encode64
  0.03      0.00     0.00     0.00     0.00        3  Kernel#Array
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#view_paths-1
  0.03      0.00     0.00     0.00     0.00        1  ActionController::RackResponse#convert_language!
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Integration::Session#encode_cookies
  0.03      0.02     0.00     0.00     0.02        1  Kernel#__send__
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::BufferedLogger#info?
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Routing::Route#parameter_shell
  0.03      0.00     0.00     0.00     0.00        4  Float#*
  0.03      0.00     0.00     0.00     0.00        1  Array#reject
  0.03      0.02     0.00     0.00     0.02        1  ActionController::Integration::Session#get
  0.03      0.00     0.00     0.00     0.00        2  <Class::OpenSSL::Digest::Digest>#allocate
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#flush_logger
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Hash::Keys#stringify_keys
  0.03      0.00     0.00     0.00     0.00        3  Hash#keys
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Integration::ControllerCapture::ClassMethods#clear_last_instantiation!
  0.03      0.00     0.00     0.00     0.00        1  <Class::Digest::Class>#digest
  0.03      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#_unmemoized_protocol
  0.03      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::QueryCache#clear_query_cache
  0.03      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#_unmemoized_content_length
  0.03      0.00     0.00     0.00     0.00        1  HashWithIndifferentAccess#dup
  0.03      0.00     0.00     0.00     0.00        4  Kernel#block_given?
  0.03      0.02     0.00     0.00     0.02        1  Mutex#synchronize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#sending_file?
  0.03      0.00     0.00     0.00     0.00        2  Hash#update
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Base#process_cleanup_without_session_management_support
  0.03      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#request_parameters
  0.03      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#etag?
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#checkin_connections
  0.03      0.00     0.00     0.00     0.00        1  <Class::CGI::Session>#callback
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Layout::ClassMethods#layout_conditions
  0.03      0.00     0.00     0.00     0.00        4  String#eql?
  0.03      0.00     0.00     0.00     0.00        2  String#=~
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Base#headers
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::String::Inflections#constantize
  0.03      0.00     0.00     0.00     0.00        1  Symbol#to_proc
  0.03      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#etag
  0.03      0.00     0.00     0.00     0.00        1  ActionController::RackResponse#convert_expires!
  0.03      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#path_parameters=
  0.03      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#default_charset
  0.03      0.00     0.00     0.00     0.00        1  ActionController::UrlRewriter#initialize
  0.03      0.00     0.00     0.00     0.00        1  ActionController::RackRequest#body_stream
  0.03      0.00     0.00     0.00     0.00        2  Struct#initialize
  0.03      0.00     0.00     0.00     0.00        3  Kernel#=~
  0.03      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#last_modified?
  0.03      0.00     0.00     0.00     0.00        1  Kernel#clone
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Base#action_methods
  0.03      0.00     0.00     0.00     0.00        1  Object#to_param
  0.03      0.00     0.00     0.00     0.00        2  String#%
  0.03      0.00     0.00     0.00     0.00        2  String#to_i
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#allow_concurrency
  0.02      0.00     0.00     0.00     0.00        4  Float#+
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#initialize
  0.02      0.00     0.00     0.00     0.00        1  Mime::Type#to_s
  0.02      0.00     0.00     0.00     0.00        2  String#size
  0.02      0.00     0.00     0.00     0.00        2  Hash#key?
  0.02      0.00     0.00     0.00     0.00        1  Array#flatten
  0.02      0.00     0.00     0.00     0.00        2  <Class::Struct::Tms>#allocate
  0.02      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#etag_matches?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::RackResponse#set_status!
  0.02      0.00     0.00     0.00     0.00        2  String#to_sym
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#configurations
  0.02      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#if_none_match
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#mark_as_test_request!
  0.02      0.00     0.00     0.00     0.00        2  Hash#blank?
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Base#protected_instance_variables
  0.02      0.00     0.00     0.00     0.00        2  String#delete
  0.02      0.00     0.00     0.00     0.00        2  String#+
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#test_request?
  0.02      0.00     0.00     0.00     0.00        2  Struct::Tms#cutime
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionView::PathSet::Path>#eager_load_templates?
  0.02      0.00     0.00     0.00     0.00        1  ActionView::Base::ProxyModule#initialize
  0.02      0.00     0.00     0.00     0.00        1  <Class::Digest::Class>#hexdigest
  0.02      0.00     0.00     0.00     0.00        1  <Module::ObjectSpace>#define_finalizer
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#logger
  0.02      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#path_parameters
  0.02      0.00     0.00     0.00     0.00        1  String#unpack
  0.02      0.00     0.00     0.00     0.00        1  String#match
  0.02      0.00     0.00     0.00     0.00        1  ActionController::SessionManagement::ClassMethods#cached_session_options
  0.02      0.00     0.00     0.00     0.00        2  Digest::Base#reset
  0.02      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#action_methods
  0.02      0.00     0.00     0.00     0.00        2  Hash#empty?
  0.02      0.00     0.00     0.00     0.00        2  String#empty?
  0.02      0.00     0.00     0.00     0.00        2  Hash#default=
  0.02      0.00     0.00     0.00     0.00        1  StringIO#initialize
  0.02      0.00     0.00     0.00     0.00        1  Enumerable#max
  0.01      0.00     0.00     0.00     0.00        1  <Class::StringIO>#allocate
  0.01      0.00     0.00     0.00     0.00        1  Kernel#nil?
  0.01      0.00     0.00     0.00     0.00        1  Array#initialize
  0.01      0.00     0.00     0.00     0.00        1  Hash#merge!
  0.01      0.00     0.00     0.00     0.00        1  Module#const_get
  0.01      0.00     0.00     0.00     0.00        1  Digest::Base#update
  0.01      0.00     0.00     0.00     0.00        1  Module#included
  0.01      0.00     0.00     0.00     0.00        1  Array#blank?
  0.01      0.00     0.00     0.00     0.00        1  Array#pop
  0.01      0.00     0.00     0.00     0.00        1  <Class::Array>#allocate
  0.01      0.00     0.00     0.00     0.00        1  String#initialize_copy
  0.01      0.00     0.00     0.00     0.00        2  Struct::Tms#utime
  0.01      0.00     0.00     0.00     0.00        1  Symbol#===
  0.01      0.00     0.00     0.00     0.00        1  Module#==
  0.01      0.00     0.00     0.00     0.00        1  Module#method_defined?
  0.01      0.00     0.00     0.00     0.00        1  Fixnum#to_s
  0.01      0.00     0.00     0.00     0.00        1  Digest::Base#finish
  0.01      0.00     0.00     0.00     0.00        1  <Class::Module>#allocate
  0.01      0.00     0.00     0.00     0.00        1  Array#to_ary
  0.01      0.00     0.00     0.00     0.00        1  String#strip
  0.01      0.00     0.00     0.00     0.00        1  Kernel#freeze_without_memoizable
  0.01      0.00     0.00     0.00     0.00        1  Fixnum#zero?
  0.01      0.00     0.00     0.00     0.00        1  Array#push
  0.01      0.00     0.00     0.00     0.00        2  Struct::Tms#cstime
  0.01      0.00     0.00     0.00     0.00        1  Hash#clear
  0.01      0.00     0.00     0.00     0.00        1  <Class::Digest::Base>#allocate
  0.01      0.00     0.00     0.00     0.00        1  Hash#to_hash
  0.01      0.00     0.00     0.00     0.00        1  Array#clear
  0.01      0.00     0.00     0.00     0.00        1  <Class::String>#allocate
  0.01      0.00     0.00     0.00     0.00        1  String#length
  0.01      0.00     0.00     0.00     0.00        2  Struct::Tms#stime
  0.01      0.00     0.00     0.00     0.00        1  Integer#next
  0.01      0.00     0.00     0.00     0.00        1  NilClass#to_i
  0.01      0.00     0.00     0.00     0.00        1  Float#<=>


